LocalAuthority,IndicatorCode,Year,LA_IndicatorCash,LA_NumeratorCash,LA_DenominatorCash,Scotland_IndicatorCash,Scotland_NumeratorCash,Scotland_DenominatorCash,IndicatorCash_FG,NumeratorCash_FG,DenominatorCash_FG,FamilyGroup
Aberdeen City,CHN12e,2011-12,888,,,909,,,940.375,,,Least Deprived
Aberdeen City,CHN12e,2012-13,826,,,929,,,965.75,,,Least Deprived
Aberdeen City,CHN12e,2013-14,877,,,962,,,996.625,,,Least Deprived
Aberdeen City,CHN12e,2014-15,929,,,984,,,1025.571429,,,Least Deprived
Aberdeen City,CHN12e,2015-16,903,,,998,,,1029.75,,,Least Deprived
Aberdeen City,CHN12e,2016-17,953,,,1002,,,1069.5,,,Least Deprived
Aberdeen City,CHN12e,2017-18,917,,,1019,,,1052.5,,,Least Deprived
Aberdeen City,CHN12e,2018-19,861,,,1015,,,1052.625,,,Least Deprived
Aberdeen City,CHN12e,2019-20,875,,,1030,,,1051,,,Least Deprived
Aberdeen City,CHN12e,2020-21,879,,,1108,,,1131.25,,,Least Deprived
Aberdeen City,CHN12e,2021-22,953,,,1113,,,1128.25,,,Least Deprived
Aberdeen City,CHN12f,2011-12,1069,,,1101,,,1097.375,,,Least Deprived
Aberdeen City,CHN12f,2012-13,1062,,,1134,,,1131.125,,,Least Deprived
Aberdeen City,CHN12f,2013-14,1041,,,1149,,,1173.875,,,Least Deprived
Aberdeen City,CHN12f,2014-15,1119,,,1185,,,1150.125,,,Least Deprived
Aberdeen City,CHN12f,2015-16,1083,,,1197,,,1209.5,,,Least Deprived
Aberdeen City,CHN12f,2016-17,1083,,,1210,,,1156.75,,,Least Deprived
Aberdeen City,CHN12f,2017-18,1104,,,1224,,,1142.375,,,Least Deprived
Aberdeen City,CHN12f,2018-19,1089,,,1195,,,1226.857143,,,Least Deprived
Aberdeen City,CHN12f,2019-20,1157,,,1241,,,1253,,,Least Deprived
Aberdeen City,CHN12f,2020-21,1150,,,1320,,,1328.428571,,,Least Deprived
Aberdeen City,CHN12f,2021-22,1226,,,1316,,,1284,,,Least Deprived
Aberdeen City,CHN13a,2018-19,0.7125,,,0.723,,,0.7256375,,,Least Deprived
Aberdeen City,CHN13a,2020-21,0.633029046,,,0.668774993,,,0.703319478,,,Least Deprived
Aberdeen City,CHN13a,2021-22,0.689011524,,,0.7053869,,,0.734206549,,,Least Deprived
Aberdeen City,CHN13b,2018-19,0.7754,,,0.7907,,,0.79325,,,Least Deprived
Aberdeen City,CHN13b,2020-21,0.718475559,,,0.746906388,,,0.776016754,,,Least Deprived
Aberdeen City,CHN13b,2021-22,0.771688017,,,0.779493165,,,0.801008038,,,Least Deprived
Aberdeen City,CHN14a,2018-19,24.11,,,20.66,,,22.85666667,,,Least Deprived
Aberdeen City,CHN14a,2020-21,30.93069,,,24.6972787,,,25.47224,,,Least Deprived
Aberdeen City,CHN14a,2021-22,21.16384381,,,21.34438677,,,23.79472211,,,Least Deprived
Aberdeen City,CHN14b,2018-19,20.36,,,16.81,,,17.26166667,,,Least Deprived
Aberdeen City,CHN14b,2020-21,27.95513,,,21.4204594,,,20.79365333,,,Least Deprived
Aberdeen City,CHN14b,2021-22,20.92015854,,,17.761179,,,19.46320423,,,Least Deprived
Aberdeen City,CHN17,2013-14,0.9009,,,0.808,,,0.86695,,,Least Deprived
Aberdeen City,CHN17,2014-15,0.9288,,,0.8079,,,0.84515,,,Least Deprived
Aberdeen City,CHN17,2015-16,0.9513,,,0.8158,,,0.872025,,,Least Deprived
Aberdeen City,CHN17,2016-17,0.918,,,0.8237,,,0.8662875,,,Least Deprived
Aberdeen City,CHN17,2017-18,0.933,,,0.8461,,,0.895525,,,Least Deprived
Aberdeen City,CHN17,2018-19,0.9678,,,0.8548,,,0.9038625,,,Least Deprived
Aberdeen City,CHN17,2019-20,0.965,,,0.857,,,0.891975,,,Least Deprived
Aberdeen City,CHN17,2020-21,0.9711,,,0.8506,,,0.89075,,,Least Deprived
Aberdeen City,CHN17,2021-22,0.8729,,,0.8214,,,0.8625,,,Least Deprived
Aberdeen City,CHN18,2010-11,0.911111111,,,0.871317158,,,0.909060905,,,Least Deprived
Aberdeen City,CHN18,2011-12,0.888888889,,,0.905676127,,,0.920417936,,,Least Deprived
Aberdeen City,CHN18,2012-13,0.848484848,,,0.913254966,,,0.923046545,,,Least Deprived
Aberdeen City,CHN18,2013-14,0.89,,,0.925896728,,,0.927972926,,,Least Deprived
Aberdeen City,CHN18,2014-15,0.896551724,,,0.93477391,,,0.935728952,,,Least Deprived
Aberdeen City,CHN18,2015-16,0.891566265,,,0.919051513,,,0.911265233,,,Least Deprived
Aberdeen City,CHN18,2016-17,0.880952381,,,0.916700528,,,0.919818846,,,Least Deprived
Aberdeen City,CHN18,2017-18,0.861702128,,,0.910326087,,,0.924095592,,,Least Deprived
Aberdeen City,CHN18,2018-19,0.760869565,,,0.90584543,,,0.910025876,,,Least Deprived
Aberdeen City,CHN18,2019-20,0.772,,,0.902,,,0.912625,,,Least Deprived
Aberdeen City,CHN18,2020-21,0.824175824,,,0.909274194,,,0.913696058,,,Least Deprived
Aberdeen City,CHN18,2021-22,0.836956522,,,0.894039735,,,0.90610259,,,Least Deprived
Aberdeen City,CHN19a,2010-11,0.93,,,0.931,,,0.93925,,,Least Deprived
Aberdeen City,CHN19a,2012-13,0.93,,,0.936,,,0.943,,,Least Deprived
Aberdeen City,CHN19a,2014-15,0.935,,,0.937,,,0.94475,,,Least Deprived
Aberdeen City,CHN19a,2016-17,0.936,,,0.933,,,0.94425,,,Least Deprived
Aberdeen City,CHN19a,2018-19,0.933315,,,0.929549,,,0.941391,,,Least Deprived
Aberdeen City,CHN19a,2020-21,0.93,,,0.92,,,0.939625,,,Least Deprived
Aberdeen City,CHN19b,2010-11,0.8417,,,0.8632,,,0.8543125,,,Least Deprived
Aberdeen City,CHN19b,2012-13,0.8478,,,0.8865,,,0.8833875,,,Least Deprived
Aberdeen City,CHN19b,2014-15,0.87,,,0.89,,,0.875,,,Least Deprived
Aberdeen City,CHN19b,2016-17,0.8888,,,0.8822,,,0.8933,,,Least Deprived
Aberdeen City,CHN19b,2018-19,0.8849,,,0.8678,,,0.880725,,,Least Deprived
Aberdeen City,CHN19b,2020-21,0.8909,,,0.8789,,,0.8916625,,,Least Deprived
Aberdeen City,CHN20a,2010-11,62.09,,,40,,,25.945,,,Least Deprived
Aberdeen City,CHN20a,2012-13,54,,,32.8,,,20.875,,,Least Deprived
Aberdeen City,CHN20a,2014-15,40.7,,,27.2,,,16.1375,,,Least Deprived
Aberdeen City,CHN20a,2016-17,47.6,,,26.84,,,17.795,,,Least Deprived
Aberdeen City,CHN20a,2018-19,52.94,,,21.65,,,18.18125,,,Least Deprived
Aberdeen City,CHN20b,2010-11,610.39,,,340.78,,,365.8066667,,,Least Deprived
Aberdeen City,CHN20b,2012-13,465.59,,,280.3,,,242.2642857,,,Least Deprived
Aberdeen City,CHN20b,2014-15,288.06,,,246.85,,,181.6316667,,,Least Deprived
Aberdeen City,CHN20b,2016-17,252.4,,,210.15,,,171.6966667,,,Least Deprived
Aberdeen City,CHN20b,2018-19,248.14,,,152.16,,,182.0685714,,,Least Deprived
Aberdeen City,CHN20b,2020-21,76.54,,,77.81,,,91.656,,,Least Deprived
Aberdeen City,CHN21,2015-16,0.889,,,0.904,,,0.935375,,,Least Deprived
Aberdeen City,CHN21,2016-17,0.894,,,0.911,,,0.936125,,,Least Deprived
Aberdeen City,CHN21,2017-18,0.898,,,0.918,,,0.941875,,,Least Deprived
Aberdeen City,CHN21,2018-19,0.897196262,,,0.9156484,,,0.941852035,,,Least Deprived
Aberdeen City,CHN21,2019-20,0.898714331,,,0.92132284,,,0.942181914,,,Least Deprived
Aberdeen City,CHN21,2020-21,0.894431373,,,0.921794063,,,0.940061235,,,Least Deprived
Aberdeen City,CHN21,2021-22,0.912227141,,,0.923522745,,,0.942225647,,,Least Deprived
Aberdeen City,CHN21,2022-23,0.927761628,,,0.942722957,,,0.958446229,,,Least Deprived
Aberdeen City,CHN22,2012-13,0.0353,,,0.0647,,,0.062025,,,Least Deprived
Aberdeen City,CHN22,2013-14,0.0659,,,0.0677,,,0.044825,,,Least Deprived
Aberdeen City,CHN22,2014-15,0.1069,,,0.0675,,,0.0798,,,Least Deprived
Aberdeen City,CHN22,2015-16,0.0577,,,0.0617,,,0.178475,,,Least Deprived
Aberdeen City,CHN22,2016-17,0.0488,,,0.0648,,,0.1284,,,Least Deprived
Aberdeen City,CHN22,2017-18,0.0267,,,0.0596,,,0.04065,,,Least Deprived
Aberdeen City,CHN22,2018-19,0.0617,,,0.0722,,,0.0621,,,Least Deprived
Aberdeen City,CHN22,2019-20,0.0314,,,0.0686,,,0.098775,,,Least Deprived
Aberdeen City,CHN22,2020-21,0.0219,,,0.0701,,,0.03725,,,Least Deprived
Aberdeen City,CHN22,2021-22,0.1824,,,0.0801,,,0.0982,,,Least Deprived
Aberdeen City,CHN23,2010-11,0.2679,,,0.2112,,,0.2065375,,,Least Deprived
Aberdeen City,CHN23,2011-12,0.2678,,,0.2136,,,0.212,,,Least Deprived
Aberdeen City,CHN23,2012-13,0.2937,,,0.212,,,0.2066375,,,Least Deprived
Aberdeen City,CHN23,2013-14,0.2565,,,0.2194,,,0.2251625,,,Least Deprived
Aberdeen City,CHN23,2014-15,0.2532,,,0.2135,,,0.2602,,,Least Deprived
Aberdeen City,CHN23,2015-16,0.2441,,,0.2068,,,0.262125,,,Least Deprived
Aberdeen City,CHN23,2016-17,0.2763,,,0.2119,,,0.2188375,,,Least Deprived
Aberdeen City,CHN23,2017-18,0.2168,,,0.2013,,,0.2422375,,,Least Deprived
Aberdeen City,CHN23,2018-19,0.2491,,,0.1951,,,0.22845,,,Least Deprived
Aberdeen City,CHN23,2019-20,0.2049,,,0.1668,,,0.2274625,,,Least Deprived
Aberdeen City,CHN23,2020-21,0.2117,,,0.1679,,,0.2042125,,,Least Deprived
Aberdeen City,CHN23,2021-22,0.188,,,0.1586,,,0.181625,,,Least Deprived
Aberdeen City,CHN24,2014-15,0.187364578,,,0.20192262,,,0.17086797,,,Least Deprived
Aberdeen City,CHN24,2015-16,0.195150405,,,0.213532942,,,0.179353539,,,Least Deprived
Aberdeen City,CHN24,2016-17,0.213159695,,,0.216739635,,,0.18891724,,,Least Deprived
Aberdeen City,CHN24,2017-18,0.22334899,,,0.218479198,,,0.194006234,,,Least Deprived
Aberdeen City,CHN24,2018-19,0.210834965,,,0.212424348,,,0.177169258,,,Least Deprived
Aberdeen City,CHN24,2019-20,0.21343936,,,0.228545961,,,0.189274576,,,Least Deprived
Aberdeen City,CHN24,2020-21,0.183365613,,,0.208594664,,,0.16331894,,,Least Deprived
Aberdeen City,CHN24,2021-22,0.204886824,,,0.226156075,,,0.178563321,,,Least Deprived
Aberdeen City,CLIM01,2010-11,7.785857292,,,7.890068154,,,8.211981889,,,Urban
Aberdeen City,CLIM01,2011-12,7.1986583,,,7.124855686,,,7.729669203,,,Urban
Aberdeen City,CLIM01,2012-13,7.434419533,,,7.33394387,,,7.746729637,,,Urban
Aberdeen City,CLIM01,2013-14,7.028082333,,,7.077064583,,,7.56760039,,,Urban
Aberdeen City,CLIM01,2014-15,6.285209466,,,6.253661207,,,6.528901679,,,Urban
Aberdeen City,CLIM01,2015-16,6.041893059,,,6.242297822,,,6.365907049,,,Urban
Aberdeen City,CLIM01,2016-17,5.617889625,,,5.766450876,,,5.947468289,,,Urban
Aberdeen City,CLIM01,2017-18,5.437024806,,,5.627267184,,,5.894744752,,,Urban
Aberdeen City,CLIM01,2018-19,5.205525386,,,5.540790984,,,5.76670774,,,Urban
Aberdeen City,CLIM01,2019-20,5.304227671,,,5.388738394,,,5.740315343,,,Urban
Aberdeen City,CLIM01,2020-21,4.516258531,,,4.627485426,,,5.058840679,,,Urban
Aberdeen City,CLIM01,2021-22,4.968706624,,,5.095985759,,,5.33642257,,,Urban
Aberdeen City,CLIM02,2010-11,7.322596337,,,7.257253782,,,6.352182969,,,Urban
Aberdeen City,CLIM02,2011-12,6.748369731,,,6.505772455,,,5.780280229,,,Urban
Aberdeen City,CLIM02,2012-13,6.997156636,,,6.740849324,,,5.919002795,,,Urban
Aberdeen City,CLIM02,2013-14,6.582982462,,,6.464162667,,,5.690709551,,,Urban
Aberdeen City,CLIM02,2014-15,5.841175423,,,5.74124595,,,4.976868974,,,Urban
Aberdeen City,CLIM02,2015-16,5.598704665,,,5.612321371,,,4.821902388,,,Urban
Aberdeen City,CLIM02,2016-17,5.142431525,,,5.214386695,,,4.408225609,,,Urban
Aberdeen City,CLIM02,2017-18,4.943034862,,,5.05718507,,,4.231864061,,,Urban
Aberdeen City,CLIM02,2018-19,4.744896974,,,4.861891711,,,4.044548778,,,Urban
Aberdeen City,CLIM02,2019-20,4.861871206,,,4.668565325,,,3.910601884,,,Urban
Aberdeen City,CLIM02,2020-21,4.145302252,,,4.12328077,,,3.477439419,,,Urban
Aberdeen City,CLIM02,2021-22,4.603261291,,,4.572608581,,,3.853467714,,,Urban
Aberdeen City,CORP01,2010-11,0.0602,30662,509568,0.0543,783855.184,14427011,0.04975,37597,766343,Urban
Aberdeen City,CORP01,2011-12,0.058,30197,520554,0.057,806185,14136537,0.0504375,39724.5,748344.125,Urban
Aberdeen City,CORP01,2012-13,0.0433,21848,504465,0.0559,796541,14240941,0.0473375,38261.125,752006.625,Urban
Aberdeen City,CORP01,2013-14,0.0492,25904,526860,0.0522,757513,14514478,0.04895,39061.375,758165.875,Urban
Aberdeen City,CORP01,2014-15,0.0414,23348,564607,0.0523,769090,14708933,0.046575,38257.75,777904.375,Urban
Aberdeen City,CORP01,2015-16,0.0456,26803,587396,0.0533,790597,14841363,0.0490625,39596.625,774247.75,Urban
Aberdeen City,CORP01,2016-17,0.0441,25956,588822,0.0498,748223,15009642,0.0464875,38018.875,788433.5,Urban
Aberdeen City,CORP01,2017-18,0.0497,29129,586167,0.0445,677795,15241550,0.04195,33116.125,798597.5,Urban
Aberdeen City,CORP01,2018-19,0.0369,21793,590063,0.0428,670020,15666226.5,0.038925,32299.625,826423.125,Urban
Aberdeen City,CORP01,2019-20,0.0335,23346,697583,0.04,666766.5713,16680681.26,0.03835,33852.44641,917960.5323,Urban
Aberdeen City,CORP01,2020-21,0.0373,24849,666458,0.0404,687640,17043419,0.0369375,36059.375,897655.375,Urban
Aberdeen City,CORP01,2021-22,0.0309,20924,677292,0.0406,727292,17935167,0.037325,39777.375,939719.25,Urban
Aberdeen City,CORP03b,2010-11,0.4665,174,373,0.4626,4994,10795,0.4561125,215.625,465.75,Urban
Aberdeen City,CORP03b,2011-12,0.4491,194,432,0.485,5196,10713,0.4801,224.75,460.125,Urban
Aberdeen City,CORP03b,2012-13,0.4969,158,318,0.4871,4785,9822,0.5022625,227.625,448.125,Urban
Aberdeen City,CORP03b,2013-14,0.4706,144,306,0.507,5080,10019,0.518075,221.75,417.875,Urban
Aberdeen City,CORP03b,2014-15,0.4845,156,322,0.5166,5451,10551,0.5256,223.25,418.375,Urban
Aberdeen City,CORP03b,2015-16,0.4915,145,295,0.5189,5128,9882,0.52795,214.875,399.875,Urban
Aberdeen City,CORP03b,2016-17,0.4853,132,272,0.529,5119,9677,0.529325,201.125,370.125,Urban
Aberdeen City,CORP03b,2017-18,0.6466,161,249,0.5463,5485,10040,0.5559125,209.25,374.625,Urban
Aberdeen City,CORP03b,2018-19,0.51,128,251,0.5553,5755,10363,0.5386,227.5,412.25,Urban
Aberdeen City,CORP03b,2019-20,0.5966,176,295,0.5674,5920,10433,0.5538125,236.25,418.125,Urban
Aberdeen City,CORP03b,2020-21,0.5811,172,296,0.5806,6366,10964,0.555675,241.125,422.5,Urban
Aberdeen City,CORP03b,2021-22,0.5799,185,319,0.5898,6651,11277,0.5750375,260.625,445,Urban
Aberdeen City,CORP03b,2022-23,0.5424,160,295,0.5885,6321,10741,0.5705125,256.375,437.75,Urban
Aberdeen City,CORP03c,2015-16,-0.0023,14.84,14.87,0.045,14.73,14.07,0.0261375,14.9225,14.53625,Urban
Aberdeen City,CORP03c,2016-17,0.0026,15.21,15.17,0.0421,14.99,14.36,0.020175,15.11625,14.81625,Urban
Aberdeen City,CORP03c,2017-18,0.0166,13.83,13.6,0.0393,15.22,14.62,0.0176,15.1775,14.91125,Urban
Aberdeen City,CORP03c,2018-19,-0.0056,16.04,16.13,0.0418,15.69,15.04,0.0306,15.69375,15.20875,Urban
Aberdeen City,CORP03c,2019-20,-0.0562,16.56,17.49,0.034,16.37,15.82,0.0209625,16.37625,16.02875,Urban
Aberdeen City,CORP03c,2020-21,-0.0557,16.71,17.64,0.0366,16.8989,16.2855,0.02415,16.9475,16.53125,Urban
Aberdeen City,CORP03c,2021-22,-0.0372,16.67,17.29,0.0354,17.2689,16.6633,0.0251,17.295,16.855,Urban
Aberdeen City,CORP03c,2022-23,-0.0617,18.15,19.27,0.0252,18.4722,18.0131,0.0098625,18.5225,18.33875,Urban
Aberdeen City,CORP04,2010-11,12.96,1441115,111186,13.81,34483691,2496429,14.6925,1188871,78393.75,Least Deprived
Aberdeen City,CORP04,2011-12,9.93,1109455,111759,13.19,33095308,2509142,13.6375,1093614.875,78893.75,Least Deprived
Aberdeen City,CORP04,2012-13,9.9,1112608,112423,13.29,33514927,2521219,13.18875,1135111.125,79389.375,Least Deprived
Aberdeen City,CORP04,2013-14,9.7,1097839,113214,12.13,30733489,2534499,11.375,1025437.25,80052.875,Least Deprived
Aberdeen City,CORP04,2014-15,9.06,1031509,113872,10.95,27933089,2550555,12.2475,1067843.25,80763.25,Least Deprived
Aberdeen City,CORP04,2015-16,9.85,1129835,114712,10.34,26555737,2567508,12.2125,1045212,81427.875,Least Deprived
Aberdeen City,CORP04,2016-17,8.32,966148,116173,8.97,23199295,2587271,10.45875,788876.125,82520.5,Least Deprived
Aberdeen City,CORP04,2017-18,7.92,931145,117636,7.35,19169512,2606553,9.23625,634774.375,83061.625,Least Deprived
Aberdeen City,CORP04,2018-19,7.2,854379,118711,6.92,18178208,2626234,9.04875,599432.25,83783.875,Least Deprived
Aberdeen City,CORP04,2019-20,7.28,875337,120221,6.6,17492477,2649232,9.42375,642848.375,84658.75,Least Deprived
Aberdeen City,CORP04,2020-21,7.1922,872991,121381,6.643,17703207.64,2664933,9.85265,653445.875,85288.75,Least Deprived
Aberdeen City,CORP04,2021-22,7.2539,891959,122963,6.6105,17771408.1,2688365,9.6257625,633653,86222,Least Deprived
Aberdeen City,CORP04,2022-23,6.7815,841072,124025,6.8383,18541998.48,2711494,8.949175,626082.7325,87068.5,Least Deprived
Aberdeen City,CORP06a,2010-11,6.92,9353,1352,6.6,349345,52900,6.5425,16237,2401.125,Urban
Aberdeen City,CORP06a,2011-12,6.74,9131,1355,6.21,312235,50289,6.30375,14682,2336.75,Urban
Aberdeen City,CORP06a,2012-13,6.69,9041,1352,6.64,317378,47768,6.43125,15190.25,2332.25,Urban
Aberdeen City,CORP06a,2013-14,6.7,8974,1339,6.1,308559,50595,6.01375,13634.875,2240.375,Urban
Aberdeen City,CORP06a,2014-15,5.57,8416,1510,6.28,317074,50485,6.06875,13766.125,2251,Urban
Aberdeen City,CORP06a,2015-16,5.67,8512,1502,6.09,306807,50340,6.08,13426.125,2243.375,Urban
Aberdeen City,CORP06a,2016-17,6.1,8972,1470,6.06,310780,51269,6.14,14189.5,2305.25,Urban
Aberdeen City,CORP06a,2017-18,4.83,8196,1696,5.93,313918,52906,5.70625,13812.75,2424.625,Urban
Aberdeen City,CORP06a,2018-19,4.87,8151,1675,6.21,328747,52956,5.99,14744,2428.625,Urban
Aberdeen City,CORP06a,2019-20,5.37,8979,1672,6.35,346464,54562,5.94125,15855,2594.25,Urban
Aberdeen City,CORP06a,2020-21,4.158,7185,1728,4.1101,224632,54653,3.5851375,9886.375,2574.5,Urban
Aberdeen City,CORP06a,2021-22,5.5605,9842,1770,5.8261,326938,56116,5.281025,14428.625,2629.75,Urban
Aberdeen City,CORP06a,2022-23,6.5135,11581,1778,6.7952,382112,56233,6.2591875,17138.875,2620.75,Urban
Aberdeen City,CORP06b,2010-11,15.91,73603,4627,10.79,1731251,160403,11.52625,80418,7297.875,Urban
Aberdeen City,CORP06b,2011-12,13.05,58006,4445,10.38,1542024,148549,11.555,72936.75,6792.375,Urban
Aberdeen City,CORP06b,2012-13,13.37,60978,4561,10.9,1483040,136067,11.82375,73252.375,6607.875,Urban
Aberdeen City,CORP06b,2013-14,12.69,52454,4134,10.34,1509872,146092,11.30875,69465.875,6527.25,Urban
Aberdeen City,CORP06b,2014-15,11.24,49152,4373,10.8,1570110,145398,11.605,72849,6582,Urban
Aberdeen City,CORP06b,2015-16,11.97,54354,4542,10.63,1529113,143794,11.09625,69647.375,6512.5,Urban
Aberdeen City,CORP06b,2016-17,11.6,54563,4702,10.92,1564271,143295,11.30875,72498.75,6542,Urban
Aberdeen City,CORP06b,2017-18,11.65,59668,5122,11.41,1641333,143890,11.6425,75196.375,6562.75,Urban
Aberdeen City,CORP06b,2018-19,11.87,58310,4913,11.49,1714874,149272,11.86,82865.75,7278.5,Urban
Aberdeen City,CORP06b,2019-20,11.3,54417,4816,11.9,1826070,153472,11.9975,92936.5,7605.875,Urban
Aberdeen City,CORP06b,2020-21,10.322,50010,4845,9.5833,1459147,152259,9.607025,72000.25,7406.875,Urban
Aberdeen City,CORP06b,2021-22,13.8537,68479,4943,12.1845,1918187,157429,12.6159875,94290.25,7668.5,Urban
Aberdeen City,CORP06b,2022-23,15.2207,76834,5048,13.2044,2122107,160712,13.761125,103280.5,7795.5,Urban
Aberdeen City,CORP07,2010-11,0.9334,93663805,100348235,0.9474,1863816875,1967344533,0.959975,69713096.38,73253128.38,Least Deprived
Aberdeen City,CORP07,2011-12,0.9369,94788171,101169508,0.9508,1884670229,1982122013,0.962625,70591514.63,73914396,Least Deprived
Aberdeen City,CORP07,2012-13,0.9419,96918213,102898481,0.9516,1906078197,2002938151,0.9638375,71613946.5,74950017.75,Least Deprived
Aberdeen City,CORP07,2013-14,0.9367,98353855,105003266,0.9523,1937036691,2034032741,0.9643125,72943648.5,76285743.25,Least Deprived
Aberdeen City,CORP07,2014-15,0.945,101033059,106916029,0.9546,1978556558,2072666239,0.9672875,74646709.38,77712739.88,Least Deprived
Aberdeen City,CORP07,2015-16,0.9455,101675383,107531934,0.9566,2016326702,2107849905,0.9683875,75827234.63,78740169.5,Least Deprived
Aberdeen City,CORP07,2016-17,0.9515,101042828,106189619,0.9583,2050790951,2140088939,0.969,76730377.63,79541836.25,Least Deprived
Aberdeen City,CORP07,2017-18,0.9496,107142265,112827839,0.96,2273457197,2368170340,0.9693,89904092,93114816.75,Least Deprived
Aberdeen City,CORP07,2018-19,0.9459,110800363,117139771,0.9601,2331640577,2428451613,0.9692125,88613255.25,91686947.88,Least Deprived
Aberdeen City,CORP07,2019-20,0.9358,117031098,125062736,0.9576,2445680934,2553893324,0.966325,92761920.13,96270068.13,Least Deprived
Aberdeen City,CORP07,2020-21,0.9186,119395807,129975737,0.9477,2530099489,2669709385,0.9576625,96042864.63,100658296.4,Least Deprived
Aberdeen City,CORP07,2021-22,0.9279,122434102,131942512.4,0.9573,2600910712,2716793469,0.9608875,98328737.38,102204900.5,Least Deprived
Aberdeen City,CORP07,2022-23,0.9423,128715225.2,136591128.7,0.9619,2724082770,2831919562,0.97185,103113283.6,106621193,Least Deprived
Aberdeen City,CORP08,2010-11,0.8399,78036,92907,0.8954,4339672,4846881,0.8888,188440.25,209389.25,Urban
Aberdeen City,CORP08,2011-12,0.9512,83730,88025,0.9019,4134110,4583818,0.9103,169058.75,183745.375,Urban
Aberdeen City,CORP08,2012-13,0.9882,178163,180294,0.9047,4017146,4440209,0.91745,173418,187595.375,Urban
Aberdeen City,CORP08,2013-14,0.9913,163494,164934,0.9193,4181368,4548263,0.9373625,191165,202942.625,Urban
Aberdeen City,CORP08,2014-15,0.988,15824,16017,0.9252,4195649,4534655,0.941525,183635.125,195045.5,Urban
Aberdeen City,CORP08,2015-16,0.9804,172608,176063,0.9277,4112861,4433466,0.9423,191632.625,200972.25,Urban
Aberdeen City,CORP08,2016-17,0.9721,149136,153413,0.9306,4273991,4592738,0.9373125,178953.625,188589.875,Urban
Aberdeen City,CORP08,2017-18,0.9596,126630,131960,0.9319,4177397,4482608,0.943825,175004.75,185705,Urban
Aberdeen City,CORP08,2018-19,0.8049,139545,173372,0.9268,4337611,4680100,0.929425,187967.5,202590.5,Urban
Aberdeen City,CORP08,2019-20,0.761,134987,177385,0.9172,4189273,4567662,0.9187375,193042.5,210896.875,Urban
Aberdeen City,CORP08,2020-21,0.8715,133565,153263,0.9176,3340232,3640220,0.9202875,161221.5,175953.125,Urban
Aberdeen City,CORP08,2021-22,0.8524,171834,201581,0.922,3915257,4246612,0.91995,179333.75,195283.125,Urban
Aberdeen City,CORP08,2022-23,0.875,175525,200604,0.9061,3892004,4295380,0.8977875,175613.5,197414.125,Urban
Aberdeen City,CORP11,2013-14,0.853970868,768438,899841,0.869839831,28700574,32995240,0.697586546,475236.75,606959.25,Least Deprived
Aberdeen City,CORP11,2014-15,1.001176249,1032457,1031244,0.951260728,35579127,37402077,0.811164713,641435.75,738681.75,Least Deprived
Aberdeen City,CORP11,2015-16,1.014340311,912745,899841,0.942712505,33226992,35246156,0.848042914,619089.75,711220.625,Least Deprived
Aberdeen City,CORP11,2016-17,1.023632414,942356,920600,0.977873026,34514755,35295743,0.962680658,680032.375,688206.25,Least Deprived
Aberdeen City,CORP11,2017-18,0.968596736,876674,905097,0.952798303,32863739,34491811,0.947001565,630407.75,658983.25,Least Deprived
Aberdeen City,CORP11,2018-19,0.967515546,892923,922903,0.999460086,35269898,35288951,0.969452351,683871.125,712245.375,Least Deprived
Aberdeen City,CORP11,2019-20,0.999479696,923978,924459,1.078078764,37634920,34909249,0.997555795,731579.375,733433,Least Deprived
Aberdeen City,CORP11,2020-21,1.017293988,1585648,1558692,0.831892584,49461775,59456925,0.836975824,1198870.125,1217297.5,Least Deprived
Aberdeen City,CORP11,2021-22,1.298187564,1381034,1063817,1.151517472,54109502,46989736,1.187291624,1164249.875,872254.375,Least Deprived
Aberdeen City,CORP11,2022-23,1.417770397,1614435,1138714,1.3,56027073,42525316,1.351390134,1272435.625,816745.125,Least Deprived
Aberdeen City,CORP12,2017-18,0.8321,1650946,1984176,1.0124,59224705,58496453,0.964875,1179818.375,1292534.5,Least Deprived
Aberdeen City,CORP12,2018-19,0.9568,1807303,1889001,1.0262,62467942,60874837,0.9694125,1280964.25,1351486.625,Least Deprived
Aberdeen City,CORP12,2019-20,0.9073,1789513,1972328,1.0445,66000612,63188075,0.92635,1331003.375,1419542.75,Least Deprived
Aberdeen City,CORP12,2020-21,0.8629,2153193,2495243,0.9723,76466492,78644234,0.8214625,1504871.25,1846164.5,Least Deprived
Aberdeen City,CORP12,2021-22,0.882338262,2281089,2585277.21,0.959880446,78866396,82162728,0.851498668,1581765.625,1718155.77,Least Deprived
Aberdeen City,CORP12,2022-23,0.839375569,2344219,2792813,0.943911914,79382992,84100000,0.82357081,1632361,1866325.75,Least Deprived
